symbol,direction,entry_date,entry_price,exit_date,exit_price,stop_loss,take_profit,exit_reason,profit_pct,profit_usd,duration_days
VLO,SHORT,2023-03-14 04:00:00+00:00,131.62,2023-03-15 04:00:00+00:00,124.33,148.77734285714286,120.18177142857144,signal,5.538671934356485,553.8671934356485,2
VLO,LONG,2023-03-15 04:00:00+00:00,124.33,2023-03-20 04:00:00+00:00,128.91,104.61571428571429,137.47285714285715,signal,3.683744872516688,368.3744872516688,6
VLO,SHORT,2023-03-20 04:00:00+00:00,128.91,2023-03-24 04:00:00+00:00,129.26,146.70857142857142,117.0442857142857,signal,-0.271507253122329,-27.150725312232897,5
VLO,LONG,2023-03-24 04:00:00+00:00,129.26,2023-03-27 04:00:00+00:00,131.88,114.87182857142858,138.85211428571426,signal,2.026922481819592,202.69224818195923,4
VLO,SHORT,2023-03-27 04:00:00+00:00,131.88,2023-03-31 04:00:00+00:00,139.6,145.71102857142853,122.6593142857143,end_of_period,-5.853806490749165,-585.3806490749165,5
MRK,LONG,2023-03-09 05:00:00+00:00,107.6,2023-03-15 04:00:00+00:00,107.63,100.56049999999999,112.293,signal,0.027881040892194366,2.788104089219437,6
MRK,SHORT,2023-03-15 04:00:00+00:00,107.63,2023-03-17 04:00:00+00:00,104.1,116.55928571428572,101.67714285714285,signal,3.2797547152280977,327.97547152280976,3
MRK,LONG,2023-03-17 04:00:00+00:00,104.1,2023-03-27 04:00:00+00:00,106.93,94.23642857142856,110.67571428571428,signal,2.7185398655139412,271.85398655139414,11
MRK,SHORT,2023-03-27 04:00:00+00:00,106.93,2023-03-29 04:00:00+00:00,104.92,113.99765714285715,102.21822857142858,signal,1.8797344056859673,187.97344056859674,3
MRK,LONG,2023-03-29 04:00:00+00:00,104.92,2023-03-30 04:00:00+00:00,105.92,99.45091428571429,108.56605714285715,signal,0.9531071292413268,95.31071292413267,2
MRK,SHORT,2023-03-30 04:00:00+00:00,105.92,2023-03-31 04:00:00+00:00,106.39,111.38694285714286,102.27537142857143,end_of_period,-0.4437311178247723,-44.37311178247724,2
PSX,LONG,2023-03-09 05:00:00+00:00,101.14,2023-03-20 04:00:00+00:00,95.55,90.2848,108.3768,signal,-5.526992287917741,-552.6992287917741,11
PSX,SHORT,2023-03-20 04:00:00+00:00,95.55,2023-03-22 04:00:00+00:00,94.69,107.88000000000001,87.32999999999998,signal,0.9000523286237566,90.00523286237566,3
PSX,LONG,2023-03-22 04:00:00+00:00,94.69,2023-03-27 04:00:00+00:00,96.23,83.91142857142856,101.8757142857143,signal,1.626359700073932,162.6359700073932,6
PSX,SHORT,2023-03-27 04:00:00+00:00,96.23,2023-03-31 04:00:00+00:00,101.38,105.34322857142857,90.15451428571428,end_of_period,-5.351761404967257,-535.1761404967257,5
DE,LONG,2023-03-09 05:00:00+00:00,421.42,2023-03-20 04:00:00+00:00,394.5,396.4447857142857,438.0701428571429,signal,-6.387926534099002,-638.7926534099001,11
DE,SHORT,2023-03-20 04:00:00+00:00,394.5,2023-03-23 04:00:00+00:00,391.85,438.00685714285714,365.4954285714286,signal,0.6717363751584225,67.17363751584226,4
DE,LONG,2023-03-23 04:00:00+00:00,391.85,2023-03-28 04:00:00+00:00,395.35,357.2579,414.9114,signal,0.8931989281612861,89.31989281612861,6
